id,ds,y,irain,rain,itemp,temp,iwb,wetb,dewpt,vappr,rhum,msl,iwdsp,wdsp,iwddir,wddir,ww,w,sun,vis,clht,clamt,20223,GL1,1255,1405,1404,1403,GL2,1271,1253,1401,GL3,1283,1258,1256,weekday,weekend,lat,long,holiday,pred
000000001256A,2021-12-10 02:00:00,60,0,0.5,0,3.6,0,2.7,1.2,6.7,85,1002.1,2,13,2,270,25,81,0.0,35000,33,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,51.88825,-8.39061,0,1451.7874477404087
000000001256A,2021-12-10 03:00:00,73,0,0.9,0,3.5,0,2.7,1.3,6.8,86,1002.9,2,15,2,280,25,81,0.0,40000,999,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,51.88825,-8.39061,0,1451.7874477404087
000000001256A,2021-12-10 04:00:00,139,3,0.0,0,3.7,0,2.7,1.1,6.6,83,1003.6,2,15,2,290,2,11,0.0,40000,999,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,51.88825,-8.39061,0,1451.7874477404087
000000001256A,2021-12-10 05:00:00,401,3,0.0,0,4.0,0,2.8,1.0,6.5,80,1004.3,2,14,2,280,2,11,0.0,40000,999,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,51.88825,-8.39061,0,1451.7874477404087
000000001256A,2021-12-10 06:00:00,1566,3,0.0,0,3.7,0,2.6,0.8,6.5,81,1004.8,2,14,2,280,1,81,0.0,40000,999,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,51.88825,-8.39061,0,1451.7874477404087
000000001256A,2021-12-10 07:00:00,2509,2,0.0,0,3.5,0,2.5,0.9,6.5,83,1005.6,2,14,2,280,25,80,0.0,40000,70,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,51.88825,-8.39061,0,1451.7874477404087
000000001256A,2021-12-10 08:00:00,2483,3,0.0,0,4.0,0,2.7,0.6,6.4,78,1006.2,2,14,2,280,2,11,0.0,35000,999,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,51.88825,-8.39061,0,1451.7874477404087
000000001256A,2021-12-10 09:00:00,2264,0,0.0,0,3.7,0,2.7,1.1,6.6,83,1007.5,2,9,2,280,1,81,0.1,30000,999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,51.88825,-8.39061,0,1451.7874477404087
000000001256A,2021-12-10 10:00:00,2145,0,0.3,0,3.6,0,2.8,1.5,6.8,86,1008.3,2,8,2,270,25,80,0.4,35000,999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,51.88825,-8.39061,0,1451.7874477404087
000000001256A,2021-12-10 11:00:00,2023,0,0.0,0,4.9,0,3.8,2.1,7.1,82,1008.6,2,8,2,260,2,11,0.7,35000,180,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,51.88825,-8.39061,0,1451.7874477404087
000000001256A,2021-12-10 12:00:00,2096,0,0.1,0,5.3,0,4.1,2.3,7.2,81,1008.9,2,11,2,280,25,81,0.4,35000,180,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,51.88825,-8.39061,0,1451.7874477404087
000000001256A,2021-12-10 13:00:00,2069,0,0.0,0,5.8,0,4.3,2.0,7.1,77,1009.5,2,11,2,260,2,11,0.1,40000,170,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,51.88825,-8.39061,0,1451.7874477404087
000000001256A,2021-12-10 14:00:00,2198,0,0.0,0,6.4,0,4.8,2.5,7.3,76,1009.6,2,9,2,280,2,11,0.3,40000,180,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,51.88825,-8.39061,0,1451.7874477404087
000000001256A,2021-12-10 15:00:00,2678,0,0.0,0,6.5,0,4.9,2.7,7.4,76,1010.0,2,10,2,250,2,11,0.2,40000,180,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,51.88825,-8.39061,0,1451.7874477404087
000000001256A,2021-12-10 16:00:00,2691,0,0.0,0,5.4,0,4.3,2.7,7.4,83,1010.8,2,7,2,240,2,11,0.0,35000,140,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,51.88825,-8.39061,0,1451.7874477404087
000000001256A,2021-12-10 17:00:00,2408,0,0.0,0,5.3,0,4.4,3.0,7.6,86,1011.6,2,7,2,240,2,11,0.0,30000,140,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,51.88825,-8.39061,0,1451.7874477404087
000000001256A,2021-12-10 18:00:00,2143,0,0.0,0,5.2,0,4.1,2.6,7.3,83,1012.0,2,8,2,250,2,11,0.0,30000,130,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,51.88825,-8.39061,0,1451.7874477404087
000000001256A,2021-12-10 19:00:00,1632,0,0.0,0,5.4,0,4.4,3.0,7.6,84,1012.5,2,7,2,230,2,11,0.0,30000,80,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,51.88825,-8.39061,0,1451.7874477404087
000000001256A,2021-12-10 20:00:00,962,0,0.0,0,5.5,0,4.5,3.0,7.6,84,1012.9,2,7,2,230,2,11,0.0,35000,70,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,51.88825,-8.39061,0,1067.8518409733967
000000001256A,2021-12-10 21:00:00,627,0,0.0,0,5.2,0,4.4,3.3,7.7,87,1013.1,2,7,2,230,2,11,0.0,35000,70,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,51.88825,-8.39061,0,1067.8518409733967
000000001256A,2021-12-10 22:00:00,411,0,0.0,0,5.3,0,4.6,3.6,7.9,89,1013.0,2,7,2,230,2,11,0.0,35000,80,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,51.88825,-8.39061,0,1067.8518409733967
000000001256A,2021-12-10 23:00:00,234,0,0.0,0,5.5,0,4.8,3.9,8.0,89,1013.4,2,6,2,240,2,11,0.0,35000,90,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,51.88825,-8.39061,0,1067.8518409733967
000000001256A,2021-12-11 00:00:00,152,0,0.0,0,5.7,0,5.1,4.4,8.3,91,1013.3,2,7,2,230,2,11,0.0,25000,90,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,51.88825,-8.39061,0,1067.8518409733967
000000001256A,2021-12-11 01:00:00,99,0,0.0,0,6.5,0,6.1,5.5,9.1,94,1013.0,2,6,2,210,2,11,0.0,15000,46,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,51.88825,-8.39061,0,1067.8518409733967
000000001256A,2021-12-11 02:00:00,87,2,0.0,0,7.1,0,6.9,6.6,9.8,97,1012.8,2,5,2,210,58,65,0.0,4000,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,51.88825,-8.39061,0,1067.8518409733967
000000001256A,2021-12-11 03:00:00,104,2,0.0,0,7.8,0,7.7,7.6,10.4,99,1012.2,2,6,2,180,46,65,0.0,400,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,51.88825,-8.39061,0,1067.8518409733967
000000001256A,2021-12-11 04:00:00,129,0,0.2,0,8.3,0,8.2,8.1,10.8,99,1011.7,2,6,2,160,58,65,0.0,400,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,51.88825,-8.39061,0,1067.8518409733967
000000001256A,2021-12-11 05:00:00,246,0,0.1,0,8.7,0,8.6,8.5,11.1,99,1011.3,2,5,2,160,44,65,0.0,400,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,51.88825,-8.39061,0,1067.8518409733967
000000001256A,2021-12-11 06:00:00,548,0,0.1,0,8.8,0,8.7,8.6,11.2,99,1011.3,2,3,2,180,42,65,0.0,600,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,51.88825,-8.39061,0,1067.8518409733967
000000001256A,2021-12-11 07:00:00,806,3,0.0,0,9.4,0,9.4,9.3,11.8,100,1011.1,2,5,2,190,42,44,0.0,800,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,51.88825,-8.39061,0,1067.8518409733967
000000001256A,2021-12-11 08:00:00,1170,0,0.1,0,10.6,0,10.5,10.4,12.6,99,1010.7,2,8,2,200,58,65,0.0,4000,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,51.88825,-8.39061,0,1067.8518409733967
000000001256A,2021-12-11 09:00:00,1739,0,0.1,0,11.3,0,11.1,11.0,13.0,97,1010.9,2,9,2,230,21,65,0.0,9000,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,51.88825,-8.39061,0,1067.8518409733967
000000001256A,2021-12-11 10:00:00,1949,0,0.0,0,11.6,0,11.4,11.2,13.3,98,1010.9,2,10,2,230,2,11,0.0,20000,4,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,51.88825,-8.39061,0,1067.8518409733967
000000001256A,2021-12-11 11:00:00,2194,0,0.0,0,11.8,0,11.6,11.4,13.5,98,1010.9,2,12,2,220,2,11,0.0,20000,4,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,51.88825,-8.39061,0,1067.8518409733967
000000001256A,2021-12-11 12:00:00,2475,0,0.0,0,12.3,0,11.9,11.5,13.6,95,1010.8,2,15,2,230,2,65,0.1,20000,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,51.88825,-8.39061,0,1067.8518409733967
000000001256A,2021-12-11 13:00:00,2493,0,0.0,0,12.6,0,12.2,11.8,13.9,95,1010.8,2,15,2,230,2,11,0.0,20000,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,51.88825,-8.39061,0,1067.8518409733967
000000001256A,2021-12-11 14:00:00,2411,0,0.0,0,12.6,0,12.2,11.8,13.9,95,1010.2,2,16,2,230,2,11,0.0,20000,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,51.88825,-8.39061,0,1067.8518409733967
000000001256A,2021-12-11 15:00:00,2128,2,0.0,0,12.3,0,12.1,11.9,13.9,98,1010.7,2,16,2,230,58,65,0.0,4000,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,51.88825,-8.39061,0,1067.8518409733967
000000001256A,2021-12-11 16:00:00,1841,0,0.2,0,11.9,0,11.7,11.6,13.6,98,1011.8,2,12,2,220,58,65,0.0,6000,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,51.88825,-8.39061,0,1067.8518409733967
000000001256A,2021-12-11 17:00:00,1681,0,0.1,0,11.8,0,11.5,11.3,13.3,96,1011.0,2,13,2,230,58,65,0.0,7000,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,51.88825,-8.39061,0,1067.8518409733967
000000001256A,2021-12-11 18:00:00,1388,0,0.2,0,11.8,0,11.6,11.5,13.5,98,1011.2,2,12,2,230,21,65,0.0,9000,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,51.88825,-8.39061,0,733.9199681258538
000000001256A,2021-12-11 19:00:00,1103,2,0.0,0,11.8,0,11.5,11.3,13.3,96,1011.2,2,11,2,210,21,65,0.0,9000,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,51.88825,-8.39061,0,733.9199681258538
000000001256A,2021-12-11 20:00:00,622,2,0.0,0,11.3,0,11.1,11.0,13.0,97,1011.8,2,10,2,210,46,54,0.0,800,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,51.88825,-8.39061,0,733.9199681258538
000000001256A,2021-12-11 21:00:00,478,0,0.1,0,11.1,0,11.0,10.9,13.0,99,1011.9,2,12,2,210,46,65,0.0,700,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,51.88825,-8.39061,0,733.9199681258538
000000001256A,2021-12-11 22:00:00,323,2,0.0,0,10.8,0,10.7,10.5,12.8,99,1012.4,2,9,2,220,28,54,0.0,4000,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,51.88825,-8.39061,0,733.9199681258538
000000001256A,2021-12-11 23:00:00,230,0,0.1,0,10.3,0,10.3,10.2,12.5,100,1012.6,2,8,2,210,20,52,0.0,3000,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,51.88825,-8.39061,0,733.9199681258538
000000001256A,2021-12-12 00:00:00,192,3,0.0,0,10.5,0,10.4,10.3,12.5,99,1012.5,2,8,2,210,46,65,0.0,900,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,51.88825,-8.39061,0,733.9199681258538
000000001256A,2021-12-12 01:00:00,97,2,0.0,0,11.1,0,11.1,11.0,13.2,100,1012.1,2,11,2,210,50,54,0.0,1600,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,51.88825,-8.39061,0,733.9199681258538
000000001256A,2021-12-12 02:00:00,73,0,0.1,0,11.2,0,11.0,10.9,13.0,97,1011.8,2,15,2,210,20,52,0.0,1800,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,51.88825,-8.39061,0,733.9199681258538
000000001256A,2021-12-12 03:00:00,59,0,0.0,0,11.4,0,11.3,11.2,13.3,99,1012.1,2,15,2,210,10,22,0.0,3000,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,51.88825,-8.39061,0,733.9199681258538
000000001256A,2021-12-12 04:00:00,62,0,0.1,0,11.5,0,11.3,11.2,13.2,98,1011.9,2,17,2,210,50,52,0.0,2500,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,51.88825,-8.39061,0,733.9199681258538
000000001256A,2021-12-12 05:00:00,137,0,0.1,0,11.4,0,11.2,11.1,13.1,97,1011.8,2,15,2,200,50,52,0.0,1600,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,51.88825,-8.39061,0,733.9199681258538
000000001256A,2021-12-12 06:00:00,285,0,0.1,0,11.1,0,11.0,10.9,13.0,99,1011.9,2,17,2,210,50,54,0.0,1600,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,51.88825,-8.39061,0,733.9199681258538
000000001256A,2021-12-12 07:00:00,378,0,0.1,0,10.9,0,10.8,10.7,12.9,99,1012.2,2,15,2,210,50,52,0.0,1800,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,51.88825,-8.39061,0,733.9199681258538
000000001256A,2021-12-12 08:00:00,431,0,0.1,0,10.9,0,10.9,10.8,13.0,100,1012.0,2,15,2,210,51,55,0.0,1800,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,51.88825,-8.39061,0,733.9199681258538
000000001256A,2021-12-12 09:00:00,838,0,0.1,0,11.0,0,11.0,10.9,13.1,100,1012.2,2,15,2,210,51,54,0.0,800,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,51.88825,-8.39061,0,733.9199681258538
000000001256A,2021-12-12 10:00:00,1373,0,0.3,0,11.1,0,11.0,10.9,13.0,99,1011.9,2,16,2,190,51,55,0.0,1100,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,51.88825,-8.39061,0,733.9199681258538
000000001256A,2021-12-12 11:00:00,1864,0,0.1,0,11.1,0,11.0,10.9,13.0,99,1011.6,2,21,2,200,51,55,0.0,1600,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,51.88825,-8.39061,0,733.9199681258538
000000001256A,2021-12-12 12:00:00,2069,2,0.0,0,11.0,0,10.9,10.8,13.0,99,1011.0,2,18,2,200,58,65,0.0,1200,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,51.88825,-8.39061,0,733.9199681258538
000000001256A,2021-12-12 13:00:00,2194,0,0.1,0,11.1,0,10.9,10.8,12.9,97,1010.5,2,18,2,190,58,65,0.0,2500,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,51.88825,-8.39061,0,733.9199681258538
000000001256A,2021-12-12 14:00:00,2088,2,0.0,0,11.0,0,10.7,10.5,12.6,96,1009.8,2,20,2,180,21,65,0.0,20000,6,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,51.88825,-8.39061,0,733.9199681258538
000000001256A,2021-12-12 15:00:00,2157,2,0.0,0,10.8,0,10.4,10.0,12.3,95,1008.6,2,20,2,190,21,65,0.0,15000,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,51.88825,-8.39061,0,733.9199681258538
000000001256A,2021-12-12 16:00:00,1884,2,0.0,0,10.8,0,10.1,9.5,11.8,91,1007.4,2,20,2,170,60,62,0.0,9000,12,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,51.88825,-8.39061,0,536.7961333592104
000000001256A,2021-12-12 17:00:00,1678,0,0.1,0,10.7,0,10.4,10.1,12.4,96,1007.0,2,24,2,190,61,66,0.0,4000,6,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,51.88825,-8.39061,0,536.7961333592104
000000001256A,2021-12-12 18:00:00,1397,0,0.2,0,11.1,0,10.9,10.8,12.9,97,1007.1,2,24,2,190,61,65,0.0,4000,5,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,51.88825,-8.39061,0,536.7961333592104
000000001256A,2021-12-12 19:00:00,1329,0,0.1,0,10.2,0,9.3,8.3,11.0,88,1008.6,2,23,2,210,21,62,0.0,15000,12,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,51.88825,-8.39061,0,536.7961333592104
000000001256A,2021-12-12 20:00:00,887,0,0.0,0,9.0,0,7.9,6.6,9.8,85,1010.6,2,18,2,230,2,11,0.0,20000,20,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,51.88825,-8.39061,0,536.7961333592104
000000001256A,2021-12-12 21:00:00,624,0,0.0,0,8.3,0,7.1,5.6,9.1,83,1012.9,2,15,2,240,1,62,0.0,20000,25,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,51.88825,-8.39061,0,536.7961333592104
000000001256A,2021-12-12 22:00:00,330,3,0.0,0,7.0,0,6.1,5.0,8.7,87,1013.8,2,9,2,250,2,11,0.0,20000,999,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,51.88825,-8.39061,0,536.7961333592104
000000001256A,2021-12-12 23:00:00,176,3,0.0,0,5.2,0,4.6,3.8,8.0,90,1015.1,2,4,2,260,2,11,0.0,25000,999,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,51.88825,-8.39061,0,536.7961333592104
000000001256A,2021-12-13 00:00:00,99,3,0.0,0,5.1,0,4.8,4.3,8.4,95,1016.2,2,4,2,200,1,61,0.0,25000,130,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,51.88825,-8.39061,0,536.7961333592104
000000001256A,2021-12-13 01:00:00,51,3,0.0,0,5.7,0,5.1,4.3,8.3,91,1016.7,2,3,2,210,2,11,0.0,30000,140,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,51.88825,-8.39061,0,536.7961333592104
000000001256A,2021-12-13 02:00:00,59,3,0.0,0,6.2,0,5.3,4.0,8.2,86,1016.7,2,2,2,230,2,11,0.0,30000,150,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,51.88825,-8.39061,0,536.7961333592104
000000001256A,2021-12-13 03:00:00,55,3,0.0,0,5.9,0,5.1,3.9,8.1,88,1017.0,2,3,2,310,2,11,0.0,30000,150,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,51.88825,-8.39061,0,536.7961333592104
000000001256A,2021-12-13 04:00:00,131,3,0.0,0,5.6,0,5.0,4.3,8.2,91,1016.8,2,3,2,20,2,11,0.0,30000,100,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,51.88825,-8.39061,0,536.7961333592104
000000001256A,2021-12-13 05:00:00,472,0,0.0,0,5.6,0,5.1,4.4,8.4,92,1017.6,2,3,2,10,2,11,0.0,30000,110,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,51.88825,-8.39061,0,536.7961333592104
000000001256A,2021-12-13 06:00:00,1614,0,0.0,0,6.1,0,5.3,4.2,8.3,88,1017.6,2,3,2,90,2,11,0.0,35000,90,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,51.88825,-8.39061,0,536.7961333592104
000000001256A,2021-12-13 07:00:00,2614,0,0.0,0,5.5,0,5.0,4.4,8.3,92,1018.4,2,2,2,10,2,11,0.0,35000,30,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,51.88825,-8.39061,0,536.7961333592104
000000001256A,2021-12-13 08:00:00,2632,0,0.0,0,5.6,0,5.2,4.7,8.5,94,1018.8,2,4,2,40,2,11,0.0,20000,28,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,51.88825,-8.39061,0,536.7961333592104
000000001256A,2021-12-13 09:00:00,2352,0,0.0,0,6.3,0,5.6,4.6,8.5,89,1019.1,2,5,2,70,2,11,0.0,30000,25,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,51.88825,-8.39061,0,536.7961333592104
000000001256A,2021-12-13 10:00:00,2127,0,0.0,0,6.4,0,5.7,4.7,8.6,89,1020.2,2,6,2,50,2,11,0.0,30000,100,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,51.88825,-8.39061,0,536.7961333592104
000000001256A,2021-12-13 11:00:00,2032,0,0.0,0,6.6,0,6.0,5.3,8.9,91,1020.2,2,4,2,20,2,11,0.0,40000,100,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,51.88825,-8.39061,0,536.7961333592104
000000001256A,2021-12-13 12:00:00,1949,0,0.0,0,7.4,0,6.6,5.5,9.1,88,1020.1,2,3,2,60,2,11,0.0,40000,13,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,51.88825,-8.39061,0,536.7961333592104
000000001256A,2021-12-13 13:00:00,1967,0,0.0,0,7.2,0,6.5,5.7,9.1,90,1019.6,2,4,2,40,2,11,0.0,40000,60,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,51.88825,-8.39061,0,536.7961333592104
000000001256A,2021-12-13 14:00:00,1892,0,0.1,0,6.8,0,6.3,5.6,9.1,93,1019.8,2,4,2,330,60,62,0.0,40000,10,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,51.88825,-8.39061,0,479.3284306347265
000000001256A,2021-12-13 15:00:00,2190,0,0.3,0,7.1,0,6.8,6.4,9.6,96,1019.9,2,4,2,340,60,62,0.0,40000,10,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,51.88825,-8.39061,0,479.3284306347265
000000001256A,2021-12-13 16:00:00,2423,2,0.0,0,7.1,0,6.8,6.4,9.6,96,1020.1,2,4,2,340,21,62,0.0,30000,50,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,51.88825,-8.39061,0,479.3284306347265
000000001256A,2021-12-13 17:00:00,1952,0,0.0,0,6.9,0,6.6,6.3,9.5,96,1020.7,2,3,2,90,2,11,0.0,20000,50,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,51.88825,-8.39061,0,479.3284306347265
000000001256A,2021-12-13 18:00:00,2171,2,0.0,0,7.1,0,6.8,6.5,9.6,96,1021.7,2,3,2,330,50,65,0.0,6000,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,51.88825,-8.39061,0,479.3284306347265
000000001256A,2021-12-13 19:00:00,1338,2,0.0,0,6.8,0,6.5,6.2,9.4,96,1022.3,2,3,2,320,50,52,0.0,7000,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,51.88825,-8.39061,0,479.3284306347265
000000001256A,2021-12-13 20:00:00,774,2,0.0,0,6.5,0,6.2,5.9,9.2,95,1023.2,2,4,2,330,20,52,0.0,7000,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,51.88825,-8.39061,0,479.3284306347265
000000001256A,2021-12-13 21:00:00,618,0,0.0,0,6.7,0,6.4,6.0,9.4,96,1023.3,2,3,2,40,10,52,0.0,9000,9,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,51.88825,-8.39061,0,479.3284306347265
000000001256A,2021-12-13 22:00:00,406,0,0.0,0,6.7,0,6.3,5.8,9.2,94,1023.2,2,3,2,20,2,11,0.0,25000,12,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,51.88825,-8.39061,0,479.3284306347265
000000001256A,2021-12-13 23:00:00,200,0,0.0,0,6.7,0,6.3,5.7,9.2,94,1023.5,2,3,2,70,2,11,0.0,25000,13,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,51.88825,-8.39061,0,479.3284306347265
000000001256A,2021-12-14 00:00:00,99,0,0.0,0,6.9,0,6.4,5.8,9.2,93,1023.5,2,1,2,100,2,52,0.0,25000,11,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,51.88825,-8.39061,0,479.3284306347265
000000001256A,2021-12-14 01:00:00,64,0,0.0,0,7.0,0,6.5,5.9,9.3,93,1023.8,2,1,2,10,2,11,0.0,25000,13,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,51.88825,-8.39061,0,479.3284306347265
000000001256A,2021-12-14 02:00:00,66,0,0.0,0,6.9,0,6.4,5.8,9.2,93,1023.6,2,2,2,330,2,11,0.0,25000,13,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,51.88825,-8.39061,0,479.3284306347265
000000001256A,2021-12-14 03:00:00,70,0,0.0,0,6.7,0,6.4,6.0,9.4,96,1023.5,2,2,2,170,2,11,0.0,25000,12,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,51.88825,-8.39061,0,479.3284306347265
000000001256A,2021-12-14 04:00:00,147,0,0.0,0,6.6,0,6.3,5.9,9.3,95,1023.5,2,2,2,180,2,11,0.0,25000,11,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,51.88825,-8.39061,0,479.3284306347265
000000001256A,2021-12-14 05:00:00,484,0,0.0,0,7.1,0,6.7,6.3,9.5,94,1023.4,2,2,2,230,2,11,0.0,25000,11,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,51.88825,-8.39061,0,479.3284306347265
000000001256A,2021-12-14 06:00:00,1668,0,0.0,0,7.3,0,6.8,6.2,9.5,93,1023.7,2,3,2,230,2,11,0.0,25000,11,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,51.88825,-8.39061,0,479.3284306347265
000000001256A,2021-12-14 07:00:00,2596,0,0.0,0,7.2,0,6.7,6.2,9.4,93,1024.0,2,3,2,200,2,11,0.0,30000,14,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,51.88825,-8.39061,0,479.3284306347265
000000001256A,2021-12-14 08:00:00,2359,0,0.0,0,7.4,0,6.8,6.0,9.4,91,1024.3,2,4,2,230,2,11,0.0,45000,14,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,51.88825,-8.39061,0,479.3284306347265
000000001256A,2021-12-14 09:00:00,2322,0,0.0,0,7.7,0,7.1,6.4,9.6,91,1024.5,2,6,2,200,2,11,0.0,45000,12,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,51.88825,-8.39061,0,479.3284306347265
000000001256A,2021-12-14 10:00:00,2070,0,0.0,0,8.1,0,7.5,6.7,9.9,92,1024.9,2,6,2,180,2,11,0.0,45000,13,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,51.88825,-8.39061,0,479.3284306347265
